"Liquidacion","Tipo_Liquidacion","Especie","Recibo"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482705"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","CDTBBO90VD","1482706"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","ECOPETROL","1482708"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","TFIT15240720","1482709"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","ETB","1482712"
"81553","","TFIT15240720","1482713"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482634"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482664"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482665"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482666"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482667"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482668"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
"82852","","TFIT06140514","1482670"
